VTDID,Enacted,Plan1,Plan2,Plan3,Plan4,Plan5,Plan6
270350090,8,3,3,3,4,1,1
270350095,8,3,3,3,4,1,1
270350100,8,3,3,3,4,4,7
270350105,8,3,3,3,4,4,1
270350110,8,3,3,3,4,4,1
270350115,8,3,3,3,4,4,1
270350120,8,3,3,3,4,4,1
270350125,8,3,3,3,4,4,1
270350130,8,3,3,3,4,1,1
270350135,8,3,3,3,4,1,1
270350140,8,3,3,3,4,4,1
270350145,8,3,3,3,4,2,1
270350150,8,3,3,3,4,2,1
270350155,8,3,3,3,4,4,1
270350160,8,3,3,3,4,4,1
270350165,8,3,3,3,4,4,1
270350170,8,3,3,3,4,4,1
270350175,8,3,3,3,4,4,1
270350180,8,3,3,3,4,4,1
270350185,8,3,3,3,4,1,1
270350190,8,3,3,3,4,4,1
270350195,8,3,3,3,4,4,1
270350200,8,3,3,3,4,1,1
270350205,8,3,3,3,4,4,1
270350210,8,3,3,3,4,2,1
270350215,8,3,3,3,4,4,1
270350220,8,3,3,3,4,4,1
270350225,8,3,3,3,4,2,1
270350230,8,3,3,3,4,1,1
270350235,8,3,3,3,4,4,1
270350240,8,3,3,3,4,4,1
270350245,8,3,3,3,4,4,1
270350250,8,3,3,3,4,2,1
270350255,8,3,3,3,4,4,1
270350260,8,3,3,3,4,2,1
270350265,8,3,3,3,4,4,1
270350275,8,3,3,3,4,1,1
270350280,8,3,3,3,4,4,1
270350285,8,3,3,3,4,4,1
270350290,8,3,3,3,4,4,1
270350295,8,3,3,3,4,1,1
270371010,2,0,6,6,3,6,2
270371020,2,0,6,6,3,6,2
270371030,2,0,6,6,3,6,2
270371040,2,0,6,6,3,6,2
270371050,2,0,6,6,3,6,2
270371055,2,0,6,6,3,6,2
270371060,2,0,6,6,3,6,2
270371070,2,0,6,6,3,6,2
270371080,2,0,6,6,3,6,2
270371090,2,0,6,6,3,6,2
270371100,2,0,6,6,3,6,2
270371110,2,0,6,6,3,6,2
270371120,2,0,6,6,3,6,2
270371130,2,0,6,6,3,6,2
270371140,2,0,6,6,3,6,2
270371150,2,0,6,6,3,6,2
270371210,2,0,6,6,3,6,2
270371220,2,0,6,6,3,6,3
270371230,2,0,6,6,3,6,3
270371240,2,0,6,6,3,6,3
270371250,2,0,6,6,3,6,2
270371260,2,0,6,6,3,6,2
270371270,2,0,6,6,3,6,3
270371280,2,0,6,6,3,6,2
270371290,2,0,6,6,3,6,2
270371300,2,0,6,6,3,6,2
270371310,2,0,6,6,3,6,3
270371320,2,0,6,6,3,6,2
270371330,2,0,6,6,3,6,2
270371340,2,0,6,6,3,6,2
270371350,2,0,6,6,3,6,2
270371360,2,0,6,6,3,6,2
270371370,2,0,6,6,3,6,3
270371410,2,0,6,6,3,6,2
270371510,2,0,6,6,3,6,2
270371610,2,0,6,6,3,6,7
270371710,2,0,6,6,3,6,2
270371720,2,0,6,6,3,6,2
270371730,2,0,6,6,3,6,2
270371740,2,0,6,6,3,6,2
270371750,2,0,6,6,3,6,2
270371755,2,0,6,6,3,6,2
270371760,2,0,6,6,3,6,2
270371765,2,0,6,6,3,6,2
270371770,2,0,6,6,3,6,2
270371780,2,0,6,6,3,6,2
270371790,2,0,6,6,3,6,2
270371795,2,0,6,6,3,6,2
270371800,2,0,6,6,3,6,2
270371810,2,0,6,6,3,6,2
270371820,2,0,6,6,3,6,2
270371830,2,0,6,6,3,6,2
270371840,2,0,6,6,3,6,2
270371850,2,0,6,6,3,6,2
270371860,2,0,6,6,3,6,2
270371870,2,0,6,6,3,6,2
270372010,2,0,6,6,3,6,2
270372110,2,0,6,6,3,6,2
270372210,2,0,6,6,3,6,2
270372220,2,0,6,6,3,6,2
270372230,2,0,6,6,3,6,2
270372240,2,0,6,6,3,6,2
270372250,2,0,6,6,3,6,2
270372260,2,0,6,6,3,6,2
270372310,2,0,6,6,3,6,2
270372410,2,0,6,6,3,6,2
270372510,2,0,6,6,3,6,2
270372610,2,0,6,6,3,6,7
270372620,2,0,6,6,3,6,7
270372630,2,0,6,6,3,6,2
270372635,2,0,6,6,3,6,2
270372640,2,0,6,6,3,6,2
270372645,2,0,6,6,3,6,2
270372650,2,0,6,6,3,6,2
270372660,2,0,6,6,3,6,7
270372710,2,0,6,6,3,6,2
270372720,2,0,6,6,3,6,2
270372730,2,0,6,6,3,6,2
270372740,2,0,6,6,3,6,2
270372750,2,0,6,6,3,6,2
270372760,2,0,6,6,3,6,2
270372770,2,0,6,6,3,6,7
270372780,2,0,6,6,3,6,2
270372790,2,0,6,6,3,6,2
270372800,2,0,6,6,3,6,2
270372910,2,0,6,6,3,6,2
270372920,2,0,6,6,3,6,2
270372930,2,0,6,6,3,6,2
270372940,2,0,6,6,3,6,2
270372950,2,0,6,6,3,6,2
270372960,2,0,6,6,3,6,2
270372970,2,0,6,6,3,6,3
270372980,2,0,6,6,3,6,2
270372990,2,0,6,6,3,6,2
270373000,2,0,6,6,3,6,2
270373010,2,0,6,6,3,6,2
270373020,2,0,6,6,3,6,2
270373030,2,0,6,6,3,6,2
270373040,2,0,6,6,3,6,2
270373050,2,0,6,6,3,6,2
270373060,2,0,6,6,3,6,2
270373070,2,0,6,6,3,6,2
270373110,2,0,6,6,3,7,2
270373210,2,0,6,6,3,6,7
270373310,2,0,6,6,3,6,2
270373410,2,0,6,6,3,7,2
270373420,2,0,6,6,3,6,2
270373430,2,0,6,6,3,6,2
270373440,2,0,6,6,3,6,2
270373450,2,0,6,6,3,6,2
270373510,2,0,6,6,3,6,7
270373610,2,0,6,6,3,6,2
270373710,2,0,6,6,3,6,2
270373810,2,0,6,6,3,6,2
270373910,2,0,6,6,3,6,7
270374010,2,0,6,6,3,6,7
270374110,2,0,6,6,3,6,7
270374210,2,0,6,6,3,6,2
270374220,2,0,6,6,3,6,2
270374230,2,0,6,6,3,6,2
270374240,2,0,6,6,3,6,2
270374250,2,0,6,6,3,6,2
270374260,2,0,6,6,3,6,2
270374270,2,0,6,6,3,6,2
270374310,2,0,6,6,3,6,2
270374410,2,0,6,6,3,7,2
270374420,2,0,6,6,3,6,2
270374430,2,0,6,6,3,6,2
270374440,2,0,6,6,3,6,2
270374450,2,0,6,6,3,6,2
270374510,2,0,6,6,3,6,2
270374610,2,0,6,6,3,6,2
270374710,2,0,6,6,3,6,2
270374810,2,0,6,6,3,6,2
270374910,2,0,6,6,3,7,3
270374920,2,0,6,6,3,6,2
270374940,2,0,6,6,3,7,2
270374950,2,0,6,6,3,6,2
270374970,2,0,6,6,3,7,2
270374980,2,0,6,6,3,6,2
270390005,1,6,7,4,6,0,6
270390007,1,6,7,4,6,0,2
270390010,1,6,7,4,6,0,2
270390015,1,6,7,4,6,0,2
270390020,1,6,7,4,6,0,2
270390025,1,6,7,4,6,0,2
270390030,1,6,7,4,6,0,2
270390032,1,6,7,4,6,0,6
270390035,1,6,7,4,6,0,2
270390040,1,6,7,4,6,0,6
270390045,1,6,7,4,6,0,6
270390050,1,6,7,4,6,0,2
270390051,1,6,7,4,6,0,2
270390052,1,6,7,4,6,0,2
270390055,1,6,7,4,6,0,2
270390060,1,6,7,4,6,0,2
270390065,1,6,7,4,6,0,2
270390070,1,6,7,4,6,0,6
270390075,1,6,7,4,6,0,6
270390080,1,6,7,4,6,0,2
270390085,1,6,7,4,6,0,2
270390090,1,6,7,4,6,0,6
270410005,7,4,4,5,5,1,1
270410007,7,4,4,5,5,1,1
270410010,7,4,4,5,5,1,1
270410015,7,4,4,5,5,1,1
270410020,7,4,4,5,5,1,1
270410025,7,4,4,5,5,1,1
270410027,7,4,4,5,5,1,1
270410030,7,4,4,5,5,1,1
270410035,7,4,4,5,5,1,1
270410040,7,4,4,5,5,1,1
270410045,7,4,4,5,5,1,1
270410050,7,4,4,5,5,1,1
270410055,7,4,4,5,5,1,1
270410060,7,4,4,5,5,1,4
270410065,7,4,4,5,5,1,4
270410070,7,4,4,5,5,1,1
270410075,7,4,4,5,5,1,1
270410080,7,4,4,5,5,1,1
270410085,7,4,4,5,5,1,1
270410090,7,4,4,5,5,1,1
270410095,7,4,4,5,5,1,4
270410100,7,4,4,5,5,1,1
270410105,7,4,4,5,5,1,1
270410110,7,4,4,5,5,1,4
270410115,7,4,4,5,5,1,4
270410120,7,4,4,5,5,1,4
270410125,7,4,4,5,5,1,4
270410130,7,4,4,5,5,1,4
270410135,7,4,4,5,5,1,4
270410140,7,4,4,5,5,1,1
270410145,7,4,4,5,5,1,1
270410150,7,4,4,5,5,1,1
270410155,7,4,4,5,5,1,1
270410160,7,4,4,5,5,1,1
270410165,7,4,4,5,5,1,4
270410170,7,4,4,5,5,1,1
270410175,7,4,4,5,5,1,4
270430005,1,5,7,4,6,0,6
270430010,1,5,7,4,6,0,6
270430015,1,5,7,4,6,0,6
270430020,1,5,7,4,6,0,6
270430025,1,5,7,4,6,0,6
270430030,1,5,7,4,6,0,6
270430035,1,5,7,4,6,0,6
270430040,1,5,7,4,6,0,6
270430045,1,5,7,4,6,0,6
270430050,1,5,7,4,6,0,6
270430055,1,5,7,4,6,0,6
270430060,1,5,7,4,6,0,6
270430065,1,5,7,4,6,0,6
270430070,1,5,7,4,6,0,6
270430075,1,5,7,4,6,0,6
270430080,1,5,7,4,6,0,6
270430085,1,5,7,4,6,0,6
270430090,1,5,7,4,6,0,6
270430095,1,5,7,4,6,0,6
270430100,1,5,7,4,6,0,6
270430105,1,5,7,4,6,0,6
270430110,1,5,7,4,6,0,6
270430115,1,5,7,4,6,0,6
270430120,1,5,7,4,6,0,6
270430125,1,5,7,4,6,0,6
270430130,1,5,7,4,6,0,6
270430135,1,5,7,4,6,0,6
270430140,1,5,7,4,6,0,6
270430145,1,5,7,4,6,0,6
270430150,1,5,7,4,6,0,6
270430155,1,5,7,4,6,0,6
270430160,1,5,7,4,6,0,6
270430165,1,5,7,4,6,0,6
270450005,1,6,7,4,6,0,6
270450010,1,6,7,4,6,0,6
270450015,1,6,7,4,6,0,6
270450020,1,6,7,4,6,0,6
270450025,1,6,7,4,6,0,6
270450030,1,6,7,4,6,0,6
270450035,1,6,7,4,6,0,6
270450040,1,6,7,4,6,0,6
270450045,1,6,7,4,6,0,6
270450050,1,6,7,4,6,0,6
270450055,1,6,7,4,6,0,6
270450060,1,6,7,4,6,0,6
270450065,1,6,7,4,6,0,6
270450070,1,6,7,4,6,0,6
270450075,1,6,7,4,6,0,6
270450080,1,6,7,4,6,0,6
270450085,1,6,7,4,6,0,6
270450090,1,6,7,4,6,0,6
270450095,1,6,7,4,6,0,6
270450100,1,6,7,4,6,0,6
270450105,1,6,7,4,6,0,6
270450110,1,6,7,4,6,0,6
270450115,1,6,7,4,6,0,6
270450120,1,6,7,4,6,0,6
270450125,1,6,7,4,6,0,6
270450130,1,6,7,4,6,0,6
270450135,1,6,7,4,6,0,6
270450140,1,6,7,4,6,0,6
270450150,1,6,7,4,6,0,6
270450155,1,6,7,4,6,0,6
270450160,1,6,7,4,6,0,6
270450165,1,6,7,4,6,0,6
270450175,1,6,7,4,6,0,6
270450180,1,6,7,4,6,0,6
270450185,1,6,7,4,6,0,6
270450190,1,6,7,4,6,0,6
270450195,1,6,7,4,6,0,6
270470005,1,6,7,4,6,0,6
270470010,1,6,7,4,6,0,6
270470015,1,6,7,4,6,0,6
270470025,1,6,7,4,6,0,6
270470035,1,6,7,4,6,0,6
270470045,1,6,7,4,6,0,6
270470050,1,6,7,4,6,0,6
270470060,1,6,7,4,6,0,6
270470061,1,6,7,4,6,0,6
270470065,1,6,7,4,6,0,6
270470070,1,6,7,4,6,0,6
270470075,1,6,7,4,6,0,6
270470080,1,6,7,4,6,0,6
270470085,1,6,7,4,6,0,6
270470090,1,6,7,4,6,0,6
270470095,1,6,7,4,6,0,6
270470100,1,6,7,4,6,0,6
270470105,1,6,7,4,6,0,6
270470110,1,6,7,4,6,0,6
270470115,1,6,7,4,6,0,6
270470120,1,6,7,4,6,0,6
270470125,1,6,7,4,6,0,6
270470130,1,6,7,4,6,0,6
270470135,1,6,7,4,6,0,6
270470140,1,6,7,4,6,0,6
270470145,1,6,7,4,6,0,6
270470150,1,6,7,4,6,0,6
270470155,1,6,7,4,6,0,6
270470160,1,6,7,4,6,0,6
270470165,1,6,7,4,6,0,6
270470170,1,6,7,4,6,0,6
270470175,1,6,7,4,6,0,6
270470180,1,6,7,4,6,0,6
270470185,1,6,7,4,6,0,6
270470190,1,6,7,4,6,0,6
270470195,1,6,7,4,6,0,6
270470200,1,6,7,4,6,0,6
270470205,1,6,7,4,6,0,6
270470210,1,6,7,4,6,0,6
270470215,1,6,7,4,6,0,6
270470220,1,6,7,4,6,0,6
270490005,2,6,6,6,6,6,6
270490010,2,6,6,6,6,6,2
270490015,2,6,6,6,6,6,6
270490020,2,6,6,6,6,6,7
270490025,2,6,6,6,6,6,2
270490030,2,6,6,6,6,6,7
270490035,2,6,6,6,6,0,2
270490040,2,6,6,6,6,6,2
270490045,2,6,6,6,6,6,6
270490050,2,6,6,6,6,6,6
270490055,2,6,6,6,6,6,6
270490060,2,6,6,6,6,6,6
270490065,2,6,6,6,6,6,6
270490070,2,6,6,6,6,6,2
270490075,2,6,6,6,6,0,2
270490080,2,6,6,6,6,0,2
270490085,2,6,6,6,6,6,6
270490090,2,6,6,6,6,6,2
270490095,2,6,6,6,6,6,2
270490100,2,6,6,6,6,0,2
270490105,2,6,6,6,6,0,2
270490110,2,6,6,6,6,6,6
270490115,2,6,6,6,6,6,6
270490125,2,6,6,6,6,6,6
270490130,2,6,6,6,6,6,6
270490140,2,6,6,6,6,6,6
270490145,2,6,6,6,6,6,6
270490155,2,6,6,6,6,6,6
270490160,2,6,6,6,6,6,6
270490170,2,6,6,6,6,0,2
270490175,2,6,6,6,6,6,7
270490180,2,6,6,6,6,6,6
270490185,2,6,6,6,6,6,6
270490190,2,6,6,6,6,6,2
270490195,2,6,6,6,6,6,2
270490200,2,6,6,6,6,6,2
270490205,2,6,6,6,6,6,7
270490210,2,6,6,6,6,6,2
270490215,2,6,6,6,6,6,2
270490220,2,6,6,6,6,6,2
270510005,7,5,4,3,5,1,4
270510010,7,5,4,3,5,1,4
270510015,7,5,4,3,5,1,4
270510020,7,5,4,3,5,1,4
270510025,7,5,4,3,5,1,4
270510030,7,5,4,3,5,1,4
270510035,7,5,4,3,5,1,4
270510040,7,5,4,3,5,1,4
270510045,7,5,4,3,5,1,4
270510050,7,5,4,3,5,1,4
270510055,7,5,4,3,5,1,4
270510060,7,5,4,3,5,1,4
270510065,7,5,4,3,5,1,4
270510070,7,5,4,3,5,1,4
270510075,7,5,4,3,5,1,4
270510080,7,5,4,3,5,1,4
270510085,7,5,4,3,5,1,4
270510090,7,5,4,3,5,1,4
270510095,7,5,4,3,5,1,4
270510100,7,5,4,3,5,1,4
270510105,7,5,4,3,5,1,4
270510110,7,5,4,3,5,1,4
270510115,7,5,4,3,5,1,4
270530005,3,0,5,2,0,6,2
270530010,3,0,5,2,0,6,2
270530015,3,0,5,2,0,6,2
270530020,3,7,5,2,0,6,3
270530025,3,7,5,2,0,6,3
270530030,3,7,5,2,0,6,3
270530035,3,7,5,2,0,6,3
270530036,3,7,5,2,0,6,3
270530040,3,6,5,2,0,3,3
270530045,3,6,5,2,0,3,3
270530050,3,6,5,2,0,3,3
270530055,3,6,5,2,0,3,3
270530060,3,6,5,2,0,3,3
270530065,3,6,5,2,0,3,3
270530070,3,6,5,2,0,3,3
270530071,3,6,5,2,0,3,3
270530075,3,7,5,2,0,6,3
270530080,3,7,5,2,0,6,3
270530085,3,7,5,2,0,3,3
270530090,3,7,5,2,0,3,3
270530095,3,7,5,2,0,6,3
270530100,3,7,5,2,0,6,3
270530105,3,7,5,2,0,6,3
270530106,3,6,5,2,0,3,3
270530107,3,7,5,2,0,6,3
270530110,3,0,5,2,0,6,2
270530115,3,0,5,2,0,6,3
270530120,3,0,5,2,0,6,2
270530125,3,7,5,2,0,6,3
270530130,3,0,5,2,0,6,2
270530131,3,7,5,2,0,6,2
270530132,3,7,5,2,0,6,2
270530200,5,2,0,0,7,5,5
270530205,5,2,0,0,7,5,5
270530210,5,2,0,0,7,5,7
270530215,5,2,0,0,7,5,5
270530220,5,2,0,0,7,5,5
270530225,5,2,0,0,7,5,5
270530230,5,2,0,0,7,5,5
270530300,3,2,0,0,7,5,7
270530305,3,2,0,0,7,5,7
270530310,3,2,0,0,7,5,7
270530315,3,2,0,0,7,5,7
270530320,3,2,0,0,7,5,7
270530325,3,2,0,0,7,5,7
270530330,3,3,0,0,7,5,7
270530335,3,3,0,0,7,5,7
270530340,3,2,0,0,7,5,7
270530345,3,2,0,0,7,5,7
270530350,3,2,0,0,7,5,7
270530355,3,2,0,0,7,5,7
270530360,3,2,0,0,7,5,7
270530362,3,2,0,0,7,5,7
270530365,3,2,0,0,7,5,7
270530370,3,2,0,0,7,5,7
270530375,3,2,0,0,7,5,7
270530395,3,2,0,0,7,5,5
270530397,3,2,0,0,7,5,5
270530400,3,2,0,0,7,5,5
270530405,3,2,0,0,7,5,5
270530410,3,2,0,0,7,5,5
270530415,3,2,0,0,7,5,5
270530420,3,3,0,0,7,5,5
270530450,3,3,0,0,7,2,5
270530455,3,3,0,0,7,2,5
270530460,3,3,0,0,7,2,5
270530465,3,3,0,0,7,2,5
270530485,3,7,5,0,0,3,0
270530490,3,5,0,0,7,3,0
270530500,3,4,5,0,7,3,0
270530505,3,7,5,0,7,3,0
270530550,5,7,0,2,7,5,0
270530555,5,7,0,2,7,5,0
270530557,5,7,0,2,7,5,0
270530560,5,7,0,2,7,5,0
270530565,5,7,0,2,7,5,0
270530567,5,7,0,2,7,5,0
270530570,5,2,0,0,7,5,5
270530575,5,2,0,2,7,5,5
270530577,5,7,0,2,7,5,5
270530585,5,2,0,0,7,5,5
270530590,5,2,0,2,7,5,5
270530640,3,3,0,0,7,2,5
270530645,3,3,0,0,7,2,5
270530650,3,3,0,0,7,2,5
270530675,3,7,0,0,7,3,0
270530680,3,7,0,0,7,3,0
270530690,3,7,0,0,0,3,0
270530695,3,7,5,0,0,3,0
270530700,3,7,5,0,0,3,0
270530705,3,7,5,0,0,3,0
270530710,3,7,0,0,0,3,0
270530715,3,7,5,0,0,3,0
270530720,3,7,5,2,0,3,0
270530725,3,7,5,2,0,3,0
270530730,3,7,5,0,0,3,0
270530735,3,7,5,2,0,3,0
270530740,3,7,5,2,0,3,0
270530745,3,7,5,2,0,3,3
270530750,3,7,5,2,0,3,3
270530755,3,6,5,2,0,3,3
270530760,3,7,5,2,0,3,3
270530765,3,6,5,2,0,3,3
270530770,3,6,5,2,0,3,3
270530775,3,7,5,2,0,3,0
270530780,3,6,5,2,0,3,0
270530785,3,6,5,2,0,3,3
270530850,3,7,5,2,7,3,0
270530855,3,7,5,2,0,3,3
270530860,3,7,5,2,7,3,3
270530865,5,7,5,2,7,7,3
270530870,5,7,5,2,7,7,3
270530875,3,7,5,2,7,3,0
270530880,3,7,5,2,0,3,3
270530885,3,7,5,2,7,3,3
270530890,5,7,5,2,7,7,3
270530895,5,7,5,2,0,7,3
270530900,3,7,5,2,0,3,3
270530905,3,7,5,2,0,3,3
270530910,3,7,5,2,0,6,3
270530915,3,7,5,2,0,6,3
270530920,5,7,5,2,0,7,3
270530925,3,7,5,2,0,3,3
270530930,3,7,5,2,0,6,3
270530935,3,7,5,2,0,6,3
270530940,3,7,5,2,0,6,3
270530945,3,7,5,2,0,3,3
270530965,3,5,0,0,7,3,0
270530975,5,0,5,2,0,6,3
270530985,5,7,0,2,7,5,0
270530990,5,7,0,2,7,5,0
270531000,5,7,0,2,7,7,0
270531005,5,7,0,2,7,3,0
270531010,5,7,0,2,7,3,0
270531015,5,7,0,2,7,3,0
270531020,5,7,0,0,7,3,0
270531025,5,7,0,0,7,3,0
270531050,3,4,5,0,7,3,0
270531065,3,7,0,0,7,3,0
270531080,6,4,5,0,7,2,0
270531110,5,7,0,0,7,3,0
270531115,5,7,5,2,7,3,0
270531120,5,7,5,2,0,3,0
270531125,5,7,0,0,7,3,0
270531130,5,7,0,0,7,3,0
270531135,5,7,0,0,0,3,0
270531150,3,4,5,0,7,3,0
270531160,3,7,5,0,7,3,0
270531170,3,4,5,0,7,3,0
270531190,3,3,0,0,7,3,5
270531195,3,3,0,0,7,3,0
270531200,3,2,0,0,7,3,0
270531205,3,3,0,0,7,3,0
270531210,3,3,0,0,7,3,0
270531215,3,3,5,0,7,3,0
270531220,3,3,5,0,7,3,0
270531225,3,3,5,0,7,3,0
270531230,3,2,0,0,7,3,0
270531235,3,2,0,0,7,3,0
270531240,3,7,0,0,7,3,0
270531245,3,2,0,0,7,3,5
270531250,3,2,0,0,7,3,5
270531255,3,2,0,0,7,3,5
270531260,3,2,0,0,7,3,5
270531265,3,2,0,0,7,3,5
270531270,3,2,0,0,7,3,5
270531275,3,2,0,0,7,3,0
270531280,3,7,5,0,7,3,0
270531285,3,7,5,0,7,3,0
270531290,3,7,5,0,7,3,0
270531295,3,3,5,0,7,3,0
270531300,3,2,0,0,7,3,5
270531305,3,2,0,0,7,3,5
270531335,3,4,5,0,7,3,0
270531345,3,7,0,2,7,3,5
270531350,3,4,5,0,7,3,0
270531355,3,7,5,0,7,3,0
270531360,5,1,0,0,7,5,0
270531365,5,1,0,0,7,5,0
270531370,5,1,0,0,7,5,0
270531375,5,1,0,0,7,5,0
270531380,5,1,0,0,7,5,0
270531385,5,1,0,2,7,5,0
270531390,5,1,0,2,7,5,0
270531395,5,1,0,0,7,5,0
270531400,5,1,0,0,7,5,0
270531405,5,1,0,0,7,5,5
270531410,5,1,5,2,2,7,3
270531415,5,1,0,2,2,7,0
270531420,5,1,0,2,2,5,0
270531425,5,1,0,2,2,7,0
270531430,5,1,0,2,2,7,0
270531435,5,1,0,2,2,7,3
270531440,5,1,0,2,2,7,0
270531445,5,1,5,2,2,7,3
270531450,5,1,0,2,2,7,0
270531455,5,1,0,2,2,7,0
270531456,5,1,5,2,0,7,3
270531460,5,1,0,2,2,5,0
270531465,5,1,0,2,2,5,0
270531470,5,1,0,2,2,5,0
270531475,5,1,0,2,7,5,0
270531480,5,1,0,2,7,5,0
270531485,5,1,0,0,7,5,0
270531490,5,1,0,2,7,5,0
270531495,5,1,0,2,2,5,0
270531500,5,1,0,2,2,7,0
270531501,5,1,0,2,7,5,0
270531502,5,1,0,2,7,5,0
270531503,5,1,0,2,2,7,0
270531505,5,2,0,0,7,5,5
270531510,5,2,0,0,7,5,5
270531515,5,7,0,0,7,5,0
270531520,5,2,0,2,7,5,5
270531525,5,7,0,0,7,5,0
270531530,5,7,0,0,7,5,0
270531535,5,7,0,2,7,5,5
270531540,5,7,0,2,7,5,0
270531555,5,7,0,2,7,5,0
270531560,5,7,0,2,7,5,0
270531565,5,7,0,2,7,5,0
270531570,5,7,0,2,7,5,0
270531575,5,7,0,2,7,5,0
270531580,5,7,0,2,7,7,0
270531585,5,7,0,2,7,5,0
270531590,5,7,0,0,7,5,0
270531595,5,7,0,2,7,5,0
270531605,5,1,0,2,2,7,0
270531610,5,1,0,2,2,7,0
270531615,5,1,0,2,2,7,0
270531620,5,1,0,2,2,7,0
270531625,5,1,0,2,2,7,0
270531630,5,1,0,2,2,7,0
270531635,5,7,0,2,2,7,3
270531640,5,7,5,2,2,7,3
270531642,5,7,0,2,2,7,3
270531645,5,7,0,2,7,7,0
270531650,5,7,0,2,7,7,3
270531655,5,7,0,2,2,7,3
270531660,5,7,0,2,7,7,3
270531665,5,7,0,2,2,7,3
270531670,5,1,0,2,2,7,0
270531675,5,7,0,2,7,7,0
270531680,5,7,0,2,2,7,3
270531685,5,7,0,2,7,7,3
270531690,5,7,0,2,2,7,3
270531700,5,7,5,2,2,7,3
270531705,5,7,5,2,2,7,3
270531710,5,7,5,2,2,7,3
270531715,5,7,5,2,2,7,3
270531720,5,7,5,2,0,7,3
270531725,5,7,5,2,0,7,3
270531730,5,7,5,2,0,7,3
270531735,5,7,5,2,2,7,3
270531750,5,7,5,2,2,7,3
270531755,5,1,5,2,2,7,3
270531760,5,1,5,2,2,7,3
270531765,5,1,5,2,2,7,3
270531770,5,1,5,2,2,7,3
270531775,5,1,5,2,2,7,3
270531780,5,7,5,2,2,7,3
270531785,5,1,5,2,0,7,3
270531790,5,7,5,2,2,7,3
270531805,5,7,0,2,2,7,3
270531810,5,7,0,2,2,7,3
270531815,5,7,5,2,7,7,3
270531817,5,7,5,2,0,7,3
270531820,5,7,5,2,2,7,3
270531825,5,7,5,2,0,7,3
270531827,5,7,5,2,0,7,3
270531830,5,7,5,2,2,7,3
270531835,5,7,0,2,2,7,3
270531840,5,7,0,2,2,7,3
270531845,5,7,0,2,2,7,3
270531850,5,7,0,2,2,7,3
270531860,5,7,5,2,0,7,3
270531865,5,7,5,2,0,7,3
270531870,5,7,5,2,0,6,3
270531875,5,7,5,2,0,7,3
270531880,5,7,5,2,0,7,3
270531885,5,7,5,2,0,7,3
270531890,5,7,5,2,0,6,3
270531895,5,7,5,2,0,7,3
270531900,5,7,5,2,0,7,3
270531902,5,7,5,2,0,6,3
270531905,5,1,5,2,0,7,3
270531910,5,1,5,2,0,7,3
270531915,5,1,5,2,0,7,3
270531920,5,1,5,2,0,7,3
270531925,5,7,5,2,0,7,3
270531930,5,7,5,2,0,7,3
270531935,5,1,5,2,0,7,3
270531940,5,7,5,2,2,7,3
270531945,5,1,5,2,0,7,3
270531950,5,7,5,2,0,7,3
270531955,5,7,5,2,0,7,3
270531956,5,7,5,2,0,7,3
270531957,5,7,5,2,0,7,3
270531960,5,7,5,2,7,7,3
270531965,5,7,5,2,0,7,3
270531970,5,7,5,2,7,7,3
270531975,5,7,5,2,7,7,3
270531980,5,7,5,2,7,7,3
270531985,5,7,5,2,0,7,3
270531990,5,7,5,2,0,7,3
270531995,5,7,5,2,0,7,3
270532000,5,7,5,2,0,6,3
270532005,5,7,5,2,0,7,3
270532010,5,7,5,2,7,7,3
270532015,5,7,5,2,0,7,3
270532020,5,7,5,2,0,7,3
270532090,3,7,0,0,0,3,0
270532095,3,7,5,0,0,3,0
270532100,3,7,5,2,0,3,0
270532105,3,7,0,0,0,3,0
270532110,3,7,0,0,7,3,0
270532115,3,7,0,0,7,3,0
270532120,3,7,0,0,7,3,0
270532125,3,7,0,0,7,3,0
270532130,3,7,0,0,7,3,0
270532135,3,7,0,0,7,3,0
270532140,3,7,0,0,7,3,0
270532145,3,7,0,0,7,3,0
270532150,3,7,0,0,7,3,0
270532155,3,7,0,0,7,3,0
270532160,3,7,0,0,7,3,0
270532165,3,7,0,0,7,3,0
270532170,3,7,0,0,7,3,0
270532185,3,7,0,0,7,3,0
270532190,3,7,0,0,7,3,0
270532195,3,7,0,0,0,3,0
270532200,3,7,0,0,0,3,0
270532205,3,7,0,0,0,3,0
270532210,3,7,0,0,0,3,0
270532230,3,7,5,0,7,3,0
270532240,3,4,5,0,7,3,0
270532245,3,5,5,0,7,3,0
270532247,3,5,5,0,7,3,4
270532248,3,5,5,0,7,3,0
270532250,3,5,5,0,7,3,0
270532255,3,5,5,0,7,3,0
270532260,3,5,5,0,7,3,0
270532265,3,5,5,0,7,3,0
270532290,5,7,0,2,7,5,0
270532295,5,7,0,2,7,5,0
270532300,5,7,0,2,7,5,0
270532310,5,7,0,2,7,5,5
270532315,5,7,0,2,7,5,0
270532320,5,7,0,2,7,5,5
270532330,5,2,0,2,7,5,5
270532335,5,2,0,2,7,5,5
270532355,3,7,5,0,7,3,0
270532360,3,5,5,0,7,3,0
270532365,3,5,5,0,7,3,0
270532370,3,7,5,0,7,3,0
270532385,3,2,0,0,7,3,5
270532400,3,7,0,0,7,3,0
270532405,3,7,0,0,7,3,5
270532410,3,7,0,0,7,3,0
270532415,3,7,0,0,7,3,5
270532420,3,7,0,0,7,3,5
