VTDID,Plan1,Plan2,Plan3,Plan4,Plan5,Plan6
271510145,7,7,7,7,7,1
271510150,7,7,7,7,7,1
271530005,7,7,7,7,7,1
271530010,7,7,7,7,7,1
271530015,7,7,7,7,7,1
271530020,7,7,7,7,7,1
271530025,7,7,7,7,7,1
271530030,7,7,7,7,7,1
271530035,7,7,7,7,7,1
271530040,7,7,7,7,7,1
271530045,7,7,7,7,7,1
271530050,7,7,7,7,7,1
271530055,7,7,7,7,7,1
271530060,7,7,7,7,7,1
271530065,7,7,7,7,8,1
271530070,7,7,7,7,7,1
270590010,8,8,8,8,8,2
270590015,8,8,8,8,8,2
271530075,7,7,7,7,7,1
270590022,8,8,8,8,8,2
270590025,8,8,8,8,8,2
270590030,8,8,8,8,8,2
270590035,8,8,8,8,8,2
270590037,8,8,8,8,8,2
270590040,8,8,8,8,8,2
270590045,8,8,8,8,8,2
270590050,8,8,8,8,8,2
270590055,8,8,8,8,8,2
271530095,7,7,7,7,7,1
271530140,7,7,7,7,7,1
270590065,8,8,8,8,8,2
270590070,8,8,8,8,8,2
271530110,7,7,7,7,7,1
270590080,8,8,8,8,8,2
271530120,7,7,7,7,7,1
271530126,7,7,7,7,7,1
271530135,7,7,7,7,7,1
271530180,7,7,7,7,7,1
270590060,8,8,8,8,8,2
271530155,7,7,7,7,7,1
271530165,7,7,7,7,7,1
271530170,7,7,7,7,7,1
271530173,7,7,7,8,8,1
271530175,7,7,7,7,7,1
271530185,7,7,7,7,7,1
271530188,7,7,7,7,7,1
271530190,7,7,7,7,7,1
271530195,7,7,7,7,7,1
271550005,7,7,7,7,7,1
271550010,7,7,7,7,7,1
271550015,7,7,7,7,7,1
271550020,7,7,7,7,7,1
271550025,7,7,7,7,7,1
271550027,7,7,7,7,7,1
271550030,7,7,7,7,7,1
271550035,7,7,7,7,7,1
271550040,7,7,7,7,7,1
271550050,7,7,7,7,7,1
271550060,7,7,7,7,7,1
271550080,7,7,7,7,7,1
271550085,7,7,7,7,7,1
271550090,7,7,7,7,7,1
271550095,7,7,7,7,7,1
271590005,8,7,8,8,8,1
271590010,8,8,8,8,8,1
271590030,8,8,8,8,8,4
271590032,8,8,8,8,8,4
271590085,8,7,8,7,8,1
271590090,8,8,8,8,8,1
271590095,8,8,8,8,8,1
271590100,8,8,8,7,8,4
271590105,8,8,8,7,8,4
271590110,8,8,8,7,8,1
271590120,8,8,8,8,8,1
270650005,8,8,8,8,8,2
270650010,8,8,8,8,8,2
270650015,8,8,8,8,8,2
270650020,8,8,8,8,8,2
270650025,8,8,8,8,8,2
270650035,8,8,8,8,8,2
270650040,8,8,8,8,8,2
270650045,8,8,8,8,8,2
270650050,8,8,8,8,8,2
270650055,8,8,8,8,8,2
270650060,8,8,8,8,8,2
270650070,8,8,8,8,8,2
270650080,8,8,8,8,8,2
270650085,8,8,8,8,8,4
270650090,8,8,8,8,8,4
270650095,8,8,8,8,8,2
270650100,8,8,8,8,8,2
270650105,8,8,8,8,8,2
270670005,7,7,7,7,7,1
271630105,6,8,8,6,6,2
270670015,7,7,7,7,7,1
270670020,7,7,7,7,7,1
270670025,7,7,7,7,7,1
270670030,7,7,7,7,7,1
271630115,6,6,8,8,6,2
270670040,7,7,7,7,7,1
271630110,6,6,8,8,6,2
271630125,6,6,6,6,6,2
270670055,7,7,7,7,7,1
270670060,7,7,7,7,7,1
270670065,7,7,7,7,7,1
270670070,7,7,7,7,7,1
270670075,7,7,7,7,7,1
270670080,7,7,7,7,7,1
270670085,7,7,7,7,7,1
270670105,7,7,7,7,7,1
270670110,7,7,7,7,7,1
270670115,7,7,7,7,7,1
271630210,6,6,8,6,8,2
271630215,6,6,6,6,8,2
270670120,7,7,7,7,7,1
270670125,7,7,7,7,7,1
270670130,7,7,7,7,7,1
270670135,7,7,7,7,7,1
270670140,7,7,7,7,7,1
270670145,7,7,7,7,7,1
270670150,7,7,7,7,7,1
270670155,7,7,7,7,7,1
270670160,7,7,7,7,7,1
270670165,7,7,7,7,7,1
270670170,7,7,7,7,7,1
270670175,7,7,7,7,7,1
270670180,7,7,7,7,7,1
270670185,7,7,7,7,7,1
270670190,7,7,7,7,7,1
270670195,7,7,7,7,7,1
270670200,7,7,7,7,7,1
270670202,7,7,7,7,7,1
270670205,7,7,7,7,7,1
270670210,7,7,7,7,7,1
270670215,7,7,7,7,7,1
270670220,7,7,7,7,7,1
270670225,7,7,7,7,7,1
270670230,7,7,7,7,7,1
270670235,7,7,7,7,7,1
271630305,6,6,8,6,8,2
270730075,7,7,7,7,7,1
271710010,6,7,6,6,6,1
271710015,6,6,6,6,6,1
270350230,8,8,8,8,8,1
271710045,6,6,6,6,6,1
271530090,7,7,7,7,7,1
270350245,8,8,8,8,8,4
271710090,6,7,6,6,6,1
270350250,8,8,8,8,8,1
270350255,8,8,8,8,8,4
270350260,8,8,8,8,8,2
270350265,8,8,8,8,8,4
271710165,6,6,6,6,6,1
271710170,6,6,6,6,6,1
270350275,8,8,8,8,8,1
270350285,8,8,8,8,8,4
270532248,3,3,3,3,7,1
270532355,3,3,3,3,3,3
270532360,3,3,3,3,3,3
270532365,3,3,3,3,3,3
270532370,3,3,3,3,3,3
270532250,3,3,3,3,3,3
270532385,3,3,3,3,3,3
270532400,3,3,3,3,3,3
270532405,3,3,3,3,3,3
270532410,3,3,3,3,3,3
270532420,3,3,3,3,3,3
270532425,3,3,3,5,3,3
270532430,3,3,3,5,3,3
270532435,3,3,3,3,3,3
270532440,3,3,3,5,3,3
270532445,3,3,3,3,3,3
270532450,3,3,3,3,3,3
271710142,6,6,6,6,6,2
271710150,6,6,6,6,6,1
271710155,6,6,6,6,6,2
271710156,6,6,6,6,6,2
270850010,7,7,7,7,7,1
271710160,6,6,6,6,6,2
270850055,7,7,7,7,7,1
271710175,6,6,6,6,6,1
270850100,7,7,7,7,7,1
270532695,6,6,6,6,6,1
270532710,3,3,3,3,3,2
270532715,3,3,3,3,3,2
270532720,3,3,3,3,7,3
270532725,3,3,3,3,3,3
270532730,3,3,3,3,3,3
270532735,3,3,3,3,3,3
270532755,3,3,3,3,3,3
270850130,7,7,7,7,7,1
270850145,7,7,7,7,7,1
270532780,3,3,3,3,3,3
270850150,7,7,7,7,7,1
271710180,6,6,6,6,6,1
271710185,6,6,6,6,6,1
271710190,6,6,6,6,6,1
270030035,6,6,6,6,6,2
270030045,6,6,6,6,6,2
270030110,6,6,6,6,6,2
270030115,6,6,6,6,6,2
270030205,6,6,6,8,6,2
270532900,3,3,3,3,3,3
270532910,3,3,3,3,3,3
270532925,3,3,3,3,3,3
270030435,6,6,6,6,6,2
270030440,6,6,6,6,6,2
270030510,6,6,6,6,6,2
270030515,6,6,6,6,6,2
270030520,6,6,6,6,6,2
270030525,6,6,6,6,6,2
270030530,6,6,6,6,6,2
270030535,6,6,6,6,6,2
270030540,6,6,6,6,6,2
270030905,6,8,6,6,6,2
270031505,6,6,6,6,6,2
270031510,6,6,6,6,6,2
270031515,6,6,6,6,6,2
270590005,8,8,8,8,8,2
270031815,5,5,5,5,5,5
270031905,6,6,6,6,6,2
270031910,6,6,6,6,6,2
270031915,6,6,6,6,6,2
270031920,6,6,6,6,6,2
270031925,6,6,6,6,6,2
270031930,6,6,6,6,6,2
270590057,8,8,8,8,8,2
270590075,8,8,8,8,8,2
270032310,6,6,6,6,6,2
270032405,6,6,6,6,6,2
270032410,6,6,6,6,6,2
270032505,6,6,6,8,6,2
270032510,6,6,6,6,6,2
270032515,6,6,6,6,6,2
270032520,6,6,6,6,6,2
270032610,6,6,6,6,6,2
270032705,6,6,6,6,6,2
270032710,6,6,6,6,6,2
270032805,6,6,6,6,6,2
270032810,6,6,6,6,6,2
270032905,6,6,6,6,6,2
270033005,6,8,6,6,6,2
270033010,6,8,6,8,6,2
270530205,5,5,5,5,5,5
270530210,3,5,5,5,5,5
270530215,3,5,5,3,5,5
270530220,5,5,5,5,5,5
270530300,3,3,3,5,3,5
270530305,3,3,3,5,3,5
270530310,3,3,3,3,3,5
270530315,3,3,3,3,3,5
270530320,3,3,3,3,3,5
270530325,3,3,3,3,3,5
270530330,3,3,3,3,3,5
270530340,3,3,3,5,3,5
270530345,3,3,3,5,3,5
270530355,3,3,3,5,3,5
270530375,3,3,3,5,3,5
270530395,3,3,3,3,3,5
271710145,6,6,6,6,6,3
270530400,3,3,3,3,3,5
270530405,3,3,3,3,3,5
270530410,3,3,3,3,3,5
270530415,3,3,3,3,3,5
270530420,3,3,3,3,3,2
270530455,3,3,3,3,3,2
270530460,3,3,3,3,3,2
270530485,3,3,3,3,3,3
270530490,3,3,3,3,3,3
270530500,3,3,3,3,3,3
270530505,3,3,3,3,3,3
270530640,3,3,3,3,3,2
270530645,3,6,3,3,3,2
270530650,3,3,3,3,3,2
270530675,3,3,3,3,3,3
270530680,3,3,3,3,3,3
270530710,3,3,3,3,3,3
270530715,3,3,3,3,3,3
270530730,3,3,3,3,3,3
270530775,3,3,3,3,3,3
270530780,3,3,3,3,3,3
270530965,3,3,3,3,3,3
270531050,3,6,3,3,3,3
270531065,3,3,3,3,3,3
270531080,6,6,6,3,6,2
270531150,3,3,3,3,3,3
270531160,3,3,3,3,3,3
270531170,3,3,3,3,3,3
270531190,3,3,3,3,3,3
270531195,3,3,3,3,3,3
270531200,3,3,3,3,3,3
270531205,3,3,3,3,3,2
270531210,3,3,3,3,3,2
270531215,3,3,3,3,3,3
270531220,3,3,3,3,3,3
270531225,3,3,3,3,3,3
270531230,3,3,3,3,3,3
270531235,3,3,3,3,3,3
270531240,3,3,3,3,3,3
270531245,3,3,3,3,3,3
271710111,6,7,6,6,6,1
270531260,3,3,3,5,3,3
270531265,3,3,3,5,3,3
270531270,3,3,3,5,3,3
270531275,3,3,3,3,3,3
270531280,3,3,3,3,3,3
270531285,3,3,3,3,3,3
270531290,3,3,3,3,3,3
270531295,3,3,3,3,3,3
270531300,3,3,3,3,3,3
270531305,3,3,3,3,3,3
270531335,3,3,3,3,3,3
270531350,3,3,3,3,3,3
270531355,3,3,3,3,3,3
271710115,6,6,6,6,6,1
271710140,6,6,6,6,6,2
271390045,2,2,2,2,2,3
271710120,6,7,6,6,6,1
271390119,2,2,2,3,2,3
271390135,2,2,2,2,2,3
271390136,2,2,2,2,2,3
271410010,6,6,6,6,6,2
271410015,6,6,6,6,6,2
271410020,6,6,6,6,6,2
271410022,6,6,6,6,6,2
271410024,6,6,6,6,6,2
271410025,6,6,6,6,6,2
271410045,6,6,6,6,6,2
271410050,6,6,6,6,6,2
271410055,6,6,6,6,6,2
271410060,6,6,6,6,6,2
271410070,6,6,6,8,6,2
271410075,6,6,6,6,6,2
271410110,6,6,6,8,6,2
271410111,6,6,6,8,6,2
271410120,6,6,6,6,6,2
271410121,6,6,6,6,6,2
271410122,6,6,6,6,6,2
271410130,6,6,6,6,6,2
271410135,6,6,6,6,6,2
271410140,6,6,6,6,6,2
271410145,6,6,6,6,6,2
271410150,6,6,6,6,6,2
271410155,6,6,6,8,6,2
271710075,6,6,6,6,6,3
271710005,6,6,6,6,6,2
271710020,6,6,6,6,6,2
271710025,6,6,6,6,6,2
271710030,6,6,6,6,6,2
271710031,6,6,6,6,6,2
271710035,6,6,6,6,6,2
271710040,6,6,6,6,6,2
271710050,6,6,6,6,6,1
271710055,6,6,6,6,6,1
270190010,6,6,6,6,6,1
271710060,6,7,6,6,6,1
270190020,3,3,3,3,3,3
270190025,3,3,3,3,3,3
270190030,3,3,3,3,3,3
270190035,3,3,3,3,3,3
270190036,3,3,3,3,3,3
270190037,3,3,3,3,3,3
270190038,3,3,3,3,3,3
271710065,6,7,6,6,6,1
271710070,6,6,6,6,6,2
270190050,7,3,3,3,3,3
270190055,7,3,3,3,3,3
271710085,6,6,6,6,6,3
271710095,6,6,6,6,6,2
271710096,6,6,6,6,6,2
271710100,6,7,6,6,6,1
271710105,6,6,6,6,6,1
270190085,6,7,6,6,6,1
271710110,6,6,6,6,6,1
270190095,6,7,6,6,6,1
270190100,6,6,6,6,6,1
270532160,3,3,3,3,3,3
270532165,3,3,3,3,3,3
270190112,3,3,3,3,3,3
270190115,3,3,3,3,7,3
270190117,7,3,3,3,7,3
270532185,3,3,3,3,3,3
270532190,3,3,3,3,3,3
271710125,6,6,6,6,6,2
271710130,6,6,6,6,6,2
270190135,6,6,6,6,6,3
270190140,6,6,6,6,6,1
270532230,3,3,3,3,3,3
270532240,3,3,3,3,3,3
270532245,3,6,3,3,3,1
270532247,3,3,3,3,3,3
270532255,3,3,3,3,3,3
270532260,3,3,3,3,3,3
270532265,3,3,3,3,3,1
271710135,6,6,6,6,6,1
271710141,6,6,6,6,6,2
